Nombre,Direccion,Latitud,Longitud,Estrellas,Tipo_hospedaje,Impuestos,Precio_final
Casa Donceles Apt 2,Donceles 26,19.436829,-99.138389,NA,"1 noche, 1 persona",205,1252
Casa Donceles Apt 4,Donceles 26,19.436772,-99.138413,NA,"1 noche, 1 persona",258,1580
JavierInn Suites,35 San Jerónimo Centro,19.42696,-99.13759,2,"1 noche, 1 persona",546,3346
Hotel Villa Condesa,Colima 428 Col. Roma/Condesa,19.41702,-99.17268,4,"1 noche, 1 persona",472,2891
Selina Mexico City Downtown,"José María Izazaga 8, Centro Histórico",19.426943,-99.14157,3,"1 noche, 1 persona",60,360
Hotel del Principado,"Londres No. 42, Col. Juárez",19.426934,-99.160839,3,"1 noche, 1 persona",124,768
Holiday Inn Mexico Dali Airport,Viaducto Rio De La Piedad 260 ,19.405711,-99.119285,3,"1 noche, 1 persona",236,1441
Mexico City Marriott Reforma Hotel,"Paseo De La Reforma, 276 - Col Juarez",19.4279685847599,-99.1642978134918,5,"1 noche, 1 persona",385,2353
Hotel El Ejecutivo by Reforma Avenue,Viena 8 Col Juarez,19.4307289401089,-99.1573786011887,4,"1 noche, 1 persona",156,950
Hotel Fontan Reforma,Paseo de la Reforma 24,19.4363955283761,-99.1478107582665,4,"1 noche, 1 persona",139,847
Presidente Intercontinental Mexico City,Campos Eliseos 218,19.42748988203,-99.1934696197128,5,"1 noche, 1 persona",605,3699
Hotel Riazor Aeropuerto,Viaducto Miguel Aleman 297,19.40537,-99.11805,4,"1 noche, 1 persona",223,1388
Barceló México Reforma,"Paseo de la Reforma 1, Tabacalera, 06030 Ciudad de México, CDMX, México",19.4353071,-99.1510506,5,"1 noche, 1 persona",290,1773
Krystal Grand Insurgentes Sur,"Av. Insurgentes Sur 1991, San Ángel, 01000 Ciudad de México, CDMX, México",19.3509636940343,-99.1865584840441,5,"1 noche, 1 persona",236,1472
Emporio Reforma,"Av. Paseo de la Reforma No. 124, Col. Juárez",19.4317152354154,-99.1570398220902,5,"1 noche, 1 persona",200,1224
Galeria Plaza Reforma,Hamburgo 195 Col Juarez,19.4248982974032,-99.1679894748688,5,"1 noche, 1 persona",244,1486
Marquis Reforma,Paseo De La Reforma 465 Col Cuauhtemoc,19.42473,-99.17341,5,"1 noche, 1 persona",583,3571
Presidente InterContinental Santa Fe Mexico,Av. Juan Salvador Agraz 97,19.3579490656601,-99.278170954631,5,"1 noche, 1 persona",351,2146
Hotel Imperial Reforma,Paseo de la Reforma 64,19.4333141179617,-99.153578338623,4,"1 noche, 1 persona",203,1240
Suites Contempo,Melchor Ocampo No. 455,19.42509,-99.17697,NA,"1 noche, 1 persona",274,1674
Camino Real Polanco,"Mariano Escobedo 700, Col Anzures",19.427772,-99.179544,5,"1 noche, 1 persona",326,2031
Hotel Sevilla Palace,Avenida Paseo de La Reforma 105,19.4327363529416,-99.1561668220901,5,"1 noche, 1 persona",225,1374
Hotel MX congreso,Ferrocarril Interoceanico No.9,19.4353785099788,-99.1156220262894,4,"1 noche, 1 persona",118,717
Krystal Urban Aeropuerto Ciudad de México,Avenida Javier Rojo Gomez No. 630,19.3836629850366,-99.0756328600312,3,"1 noche, 1 persona",166,1030
Casa Donceles Premium Penthouse,Donceles 26,19.436773,-99.138478,3,"1 noche, 1 persona",382,2198
Casa Donceles Diplomatic Suite,Donceles 26,19.436772,-99.138413,NA,"1 noche, 1 persona",208,1196
Casa Donceles Apt 3,Donceles 26,19.436772,-99.138413,3,"1 noche, 1 persona",293,1684
Casa Donceles Apt 6,Donceles 26,19.436772,-99.138413,NA,"1 noche, 1 persona",228,1311
Hotel Conde Alameda - CDMX,Calle Pescaditos #15,19.430348,-99.146555,3,"1 noche, 1 persona",137,837
Casa Donceles apt 1,Donceles 26 Colonia Centro,19.436867,-99.138373,NA,"1 noche, 1 persona",250,1440
Casa Donceles Apt 7,Donceles 26,19.436772,-99.138413,NA,"1 noche, 1 persona",293,1684
Casa Donceles Penthouse 1,Donceles 26,19.436772,-99.138413,3,"1 noche, 1 persona",258,1482
Departamento Angélica Rosas Ramirez,Isabela catolica 96 int 3A,19.427214,-99.137091,3,"1 noche, 1 persona",502,1462
Círculo Mexicano,20 República de Guatemala Centro,19.435021,-99.132657,4,"1 noche, 1 persona",2969,5839
Jalapeo Loft In The Historic Center Of Coyoacn,"76 Moctezuma, Del Carmen, Coyoacán",19.350817,-99.159296,3,"1 noche, 1 persona",442,1650
Hotel Marlowe,"Av Independencia 17, Colonia Centro, Centro, 06000 Ciudad de México, CDMX, México",19.43321,-99.142395,3,"1 noche, 1 persona",163,995
City Express Plus Mundo E,Av. Cuauhtémoc No. 1700 Centro Comercial Mundo E,19.5237126,-99.2291073,4,"1 noche, 1 persona",166,994
City Express CDMX La Villa,Calzada de Guadalupe 236,19.46378,-99.1255,4,"1 noche, 1 persona",156,950
Hotel Grand Prix,"Rio Churubusco 200, Zona Aeropuerto ",19.4026731461514,-99.0975992660151,4,"1 noche, 1 persona",212,1297
Hampton Inn & Suites By Hilton Ciudad de México Centro Historico,"Calle 5 de Febrero No. 24, esq. Rep. De Uruguay",19.4300318,-99.134506,4,"1 noche, 1 persona",178,1088
Ramada by Wyndham Ciudad de Mexico Reforma,Puente De Alvarado 22,19.4377813044452,-99.1504290085983,4,"1 noche, 1 persona",146,885
City Express Plus Insurgentes Sur,Av de los Insurgentes # 1581,19.3647082483059,-99.1822399198736,4,"1 noche, 1 persona",218,1333
Suites del Angel,Rio Lerma 162,19.428538,-99.168846,4,"1 noche, 1 persona",211,1291
Hotel Mallorca,"Serapio Rendon 119, Col. San Rafael Del. Cuauhtemoc",19.4338397,-99.160798,3,"1 noche, 1 persona",66,404
Sleep Inn Ciudad de México,"Carretera Mexico, Toluca No. 5454 Col. El Yaqui, Cuajimalpa de Morelos",19.364611,-99.275992,NA,"1 noche, 1 persona",142,863
City Express Plus Satelite,Circuito Arquitectos No. 3,19.510634,-99.236523,4,"1 noche, 1 persona",168,1008
Hotel Premier,"Atenas 72, Esq. Milán, Col. Juárez ",19.431353,-99.156457,3,"1 noche, 1 persona",135,818
Hotel Eurostars Zona Rosa Suites,"Londres 115, Colonia Juarez-Delegación Cuauhtemoc",19.425536,-99.163838,4,"1 noche, 1 persona",219,1338
City Express Plus Santa Fe,"Juan Salvador Agraz No. 69, Del. Cuajimalpa",19.3589386777937,-99.2784116067924,4,"1 noche, 1 persona",156,946
City Suites Anzures,"Leibnitz 120, Col Anzures",19.4292869166748,-99.1785719920881,4,"1 noche, 1 persona",317,1934
Hotel MX aeropuerto,"Calle 17 No. 5, Valentin Gomez Farias",19.4175412,-99.093387,3,"1 noche, 1 persona",176,1076
Hotel MX garibaldi,Honduras No. 11,19.440557,-99.137677,4,"1 noche, 1 persona",130,791
AC by Marriott Santa Fe,Juan Salvador Agraz No 130 Colonia Santa,19.3589777777778,-99.2774944444444,3,"1 noche, 1 persona",174,1061
Hotel & Suites PF,Liverpool No. 197 Esq. Varsovia,19.423025559138,-99.1669238498204,4,"1 noche, 1 persona",167,1016
Radisson Paraiso Hotel Mexico City,"Cuspide 53, Parques del Pedregal, Tlalpan, 14020 Ciudad de México, Distrito Federal, México",19.301952,-99.189637,5,"1 noche, 1 persona",258,1609
Comfort Inn Cd de Mexico Santa Fe,Prolongación Paseo de la Reforma No. 557,19.3692966,-99.2664871,4,"1 noche, 1 persona",143,874
Gran Hotel Ciudad De México,Av 16 de Septiembre No. 82,19.432047,-99.134663,5,"1 noche, 1 persona",539,3296
Hotel Embassy,115 Puebla Roma Norte,19.423003,-99.160066,3,"1 noche, 1 persona",113,689
Las Suites Campos Eliseos,Campos Eliseos 470,19.430722,-99.205361,NA,"1 noche, 1 persona",402,2457
Hotel Tryp Mexico WTC,Viaducto Miguel Alemán No. 14,19.3991326,-99.1712352,4,"1 noche, 1 persona",156,946
Laila Hotel CDMX,Rio Lerma 237,19.4270034735262,-99.1723109619713,4,"1 noche, 1 persona",199,1236
City Express CDMX Tlalpan,Calzada de Tlalpan 1561,19.3612,-99.1434,4,"1 noche, 1 persona",179,1092
Suites Parioli,RIO PO 108,19.429488,-99.168122,4,"1 noche, 1 persona",150,934
Isaaya Hotel Boutique by WTC,"Dakota 155, Colonia Napoles",19.3941,-99.1755,4,"1 noche, 1 persona",274,1668
Courtyard Mexico City Toreo,"PERIFERICO BOULEVARD MANUEL AVILA CAMACHO NO 150,  ",19.4595043,-99.2238336,4,"1 noche, 1 persona",175,1042
Hotel Stella Maris,Sullivan 69,19.433756,-99.16233,4,"1 noche, 1 persona",184,1122
Holiday Inn Express Mexico Santa Fe,Guillermo Gonzalez Camarena 1400,19.36511,-99.26494,3,"1 noche, 1 persona",176,1075
Hotel Abastos Plaza,Avenida Tezontle No. 133,19.38233,-99.07875,4,"1 noche, 1 persona",165,1002
Hotel Kron,Avenida Insurgentes Sur 3790,19.2926662021743,-99.17693,3,"1 noche, 1 persona",166,1016
City Express CDMX Plaza Central,Eje 6 Sur No. 540 Esq. Hualquila,19.3684301656903,-99.0994419436083,4,"1 noche, 1 persona",162,985
Econo Express Hotel,1035 Calz. de Tlalpan Américas Unidas,19.38099,-99.14042,4,"1 noche, 1 persona",96,586
Wyndham Garden Mexico City Reforma,"Río Ebro, 84",19.428915,-99.169462,NA,"1 noche, 1 persona",251,1537
City Express EBC Reforma,"Havre 21, Col Juarez",19.428003,-99.161969,4,"1 noche, 1 persona",212,1297
Exe Cities Reforma,ROMA 40,19.429645,-99.158928,4,"1 noche, 1 persona",160,978
Crowne Plaza Ciudad de Mexico Norte Tlalnepantla,Roberto Fulton 2-a,19.5388307283565,-99.2031978035811,4,"1 noche, 1 persona",221,1320
Crowne Plaza Hotel de México,Dakota No. 95,19.396417,-99.174472,5,"1 noche, 1 persona",371,2266
City Centro Ciudad de México,Republica de Uruguay No 45 ,19.430419,-99.137884,4,"1 noche, 1 persona",405,2480
Historico Central,"Calle de Bolívar 28, Centro Histórico de la Cdad. de México, Centro, 06000 Ciudad de México, CDMX, Mexico",19.433105,-99.13813,4,"1 noche, 1 persona",1160,7103
Hotel Block Suites,Av. Chapultepec 346,19.42305,-99.16471,NA,"1 noche, 1 persona",174,1065
Hotel Geneve Ciudad de México,Londres 130,19.42773,-99.165196,5,"1 noche, 1 persona",330,2010
Dominion Polanco,Aristoteles 21 ,19.42882,-99.19382,NA,"1 noche, 1 persona",977,5983
Segovia Regency,Av. Chapultepec NO.328 COL. RO,19.423143,-99.164429,4,"1 noche, 1 persona",135,828
Mala Vecindad Beer Hotel,Calle B. De Sahagún 28,19.43995,-99.153880070422,4,"1 noche, 1 persona",39,237
Hotel & Villas Hollywood,Calzada Ignacio Zaragoza #833,19.406923,-99.07489,4,"1 noche, 1 persona",139,851
Suites Havre,Havre 74,19.42533,-99.16055,3,"1 noche, 1 persona",136,781
Hotel Manalba,"Maestro Antonio Caso 23 Col. Tabacalera, Del. Cuauhtemoc",19.43436,-99.155194,3,"1 noche, 1 persona",131,799
Hotel Plaza Revolución,Jesús Terán 35,19.4362892825474,-99.1510064662705,NA,"1 noche, 1 persona",182,1114
Hotel Park Nilo,71 Río Nilo Cuauhtémoc,19.42712,-99.17129,5,"1 noche, 1 persona",293,1793
Hotel Black,James Sullivan 163 Bis ,19.4350944635339,-99.1663692821749,4,"1 noche, 1 persona",141,856
MC Suites Mexico City,"Calle Gral. Prim 106, Juárez, 06600 Juárez, CDMX, Mexico",19.431046,-99.156948,5,"1 noche, 1 persona",312,1797
Exe Suites Reforma,RIO AMAZONAS 78 COL CUAUTEMOCH,19.430515,-99.163199,4,"1 noche, 1 persona",206,1258
PROVIDENCIA 848 WTC,"Providencia 848, Col del Valle Centro, 03100 Ciudad de México, CDMX",19.38861,-99.169408,5,"1 noche, 1 persona",176,1076
Hotel Park Villa,. ,19.41459,-99.18468,4,"1 noche, 1 persona",134,819
The Host Business Suites,Magdalena 311 Col del Valle Centro,19.39204,-99.17188,4,"1 noche, 1 persona",216,1320
Fiesta Americana Viaducto Aeropuerto,Av Viaducto Rio de la Piedad,19.406249,-99.110418,NA,"1 noche, 1 persona",238,1450
Residencias Filadelfia,Filadelfia 42,19.3932102188842,-99.175405644346,5,"1 noche, 1 persona",377,2306
City Express La Raza,Calzada Vallejo No 296 ,19.4683279,-99.1442954,4,"1 noche, 1 persona",164,996
OM 686 Urban Lofts,Calz. Obrero Mundial,19.4018514,-99.1521955,NA,"1 noche, 1 persona",323,1852
The Westin Santa Fe Mexico,Javier Barros Sierra 540,19.365533,-99.259353,5,"1 noche, 1 persona",343,2097
Hotel Exe Suites San Marino,"RIO TIBER 107, COLONIA DE CUAHTEMOC",19.428633,-99.168768,4,"1 noche, 1 persona",154,939
Chalet del Carmen Coyoacan,"Vincent Guerrero 94, Colonia del Carmen",19.3554,-99.16569,NA,"1 noche, 1 persona",253,1546
The Green Park Hotel,Constituyentes 99,19.41515,-99.18498,NA,"1 noche, 1 persona",397,2430
CASA CORP BOUTIQUE SUITES,"Av. Baja California 295, Hipódromo, 06100 Ciudad de México, CDMX, Mexico",19.406057,-99.17228,5,"1 noche, 1 persona",303,1852
City Express Plus Reforma El Ángel,Av. Paseo de la Reforma 334,19.426465,-99.167009,4,"1 noche, 1 persona",256,1560
AR 218 Hotel,Alfonso Reyes 218,19.4074757769468,-99.17384,4,"1 noche, 1 persona",668,3844
Fiesta Inn Ciudad de Mexico Forum Buenavista,Eje 1 Nte. (Mosqueta) 259,19.448021,-99.15282,4,"1 noche, 1 persona",166,1012
Sheraton Santa Fe,"Calle Guillermo Gonzalez Camarena,Col.Centro Cd. 2 ",19.367783,-99.260654,5,"1 noche, 1 persona",218,1327
Camino Real Aeropuerto,"Puerto México 80, Aeropuerto Int de La Cd de México, 15620 Ciudad de México, D.F., México",19.435104,-99.085175,5,"1 noche, 1 persona",395,2409
We Hotel Aeropuerto,"Blvd. Puerto Aéreo 390, Moctezuma 2da Secc, 15530 Ciudad de México, CDMX, Mexico",19.43327,-99.089485,4,"1 noche, 1 persona",224,1372
Galeria Plaza San Jerónimo,Av Contreras 300,19.3285327,-99.212557,5,"1 noche, 1 persona",179,1085
El Diplomatico,"Av. Insurgentes Sur No 1105. Col. Nochebuena, Deleg. Benito Juarez",19.380534,-99.176869,4,"1 noche, 1 persona",170,1032
City Express Tepotzotlán,Autopista Mex Qro Km 42.5 Col.,19.710339,-99.205813,4,"1 noche, 1 persona",175,1065
One Ciudad de Mexico Alameda,"Av Juarez No. 88, Centro ",19.435285,-99.147767,3,"1 noche, 1 persona",177,1084
One Ciudad de Mexico La Raza,Circuito Interior Av. Río Consulado (Antes Paseo D ,19.462819,-99.148581,3,"1 noche, 1 persona",146,895
NH Collection Mexico City Reforma,Liverpool No.155,19.4239658,-99.164851,4,"1 noche, 1 persona",281,1716
Hilton Garden Inn Santa Fe,Calle 3 #55 Col Lomas de Santa Fe01,19.36512,-99.262639,4,"1 noche, 1 persona",192,1198
Quinto Sol Teotihuacan,Av Hidalgo No. 26,19.6807754798698,-98.862936780788,4,"1 noche, 1 persona",185,1124
Doubletree By Hilton Mexico City Santa Fe,Calle 3 No. 55 Col. Lomas de Santa Fe,19.3650657999737,-99.262124666687,4,"1 noche, 1 persona",268,1676
Holiday Inn Express Mexico-Paseo De La Reforma,Paseo de la Reforma 208,19.429314,-99.161596,4,"1 noche, 1 persona",360,2195
Fairfield Inn & Suites Mexico City Vallejo,Calzada Vallejo (eje Pte 1) 1090,19.48785,-99.15148,3,"1 noche, 1 persona",186,1134
Hilton Mexico City Santa Fe,Antonio Dovali Jaime No. 70,19.367576,-99.259421,4,"1 noche, 1 persona",330,2060
NH Collection Mexico City Santa Fe,Juan Salvador Agraz No. 44,19.3593713,-99.2783565,4,"1 noche, 1 persona",223,1388
Kali Ciudadela Mexico City,"Revillagigedo 92, Colonia Centro",19.42864,-99.14702,NA,"1 noche, 1 persona",113,684
Four Seasons Mexico,Paseo de la Reforma 500,19.4228381,-99.174163,5,"1 noche, 1 persona",1007,6167
One Ciudad de México Periférico Sur,Periferico Sur 5530,19.30228,-99.16556,3,"1 noche, 1 persona",206,1262
NH Mexico City Centro Histórico,"Palma 42, Esquina Venustiano Carranza",19.4313082898937,-99.1354888331699,5,"1 noche, 1 persona",216,1315
Xcoco Inn,Carretera Mexico Veracruz 69,19.5252621,-98.860508,4,"1 noche, 1 persona",146,908
St. Regis Mexico City,Paseo de la Reforma 439,19.4255445307117,-99.1721279849298,5,"1 noche, 1 persona",847,5185
Hilton Mexico City Airport,"Inside Mexico City Airport, Terminal 1",19.43525,-99.083111,5,"1 noche, 1 persona",479,2993
Hotel Marbella,"Frontera 205, esquina San Luís Potosí",19.4148,-99.15482,4,"1 noche, 1 persona",164,1000
Holiday Inn Express Mexico - Toreo,AV PRIMERO DE MAYO 226,19.4657285,-99.2321921,NA,"1 noche, 1 persona",187,1165
Alteza Polanco,Blas Pascal No. 111,19.43827639,-99.21177103,4,"1 noche, 1 persona",279,1710
MX Grand Suites - Adults Only,Rio Lerma 275 Col Cuauhtemoc,19.42637,-99.17355,4,"1 noche, 1 persona",343,2098
Kuarti Posada Viena,Marsella 28,19.4260624,-99.1576801,4,"1 noche, 1 persona",109,677
Stanza Hotel,"Av. Alvaro Obregon 13, esq. Morelia",19.4193369630451,-99.1550083458424,4,"1 noche, 1 persona",192,1177
Holiday Inn Ciudad De Mexico-Trade Center,Av. Revolución 583,19.387922,-99.186697,4,"1 noche, 1 persona",244,1489
Courtyard Mexico City Revolucion,Av. Revolucion No. 333,19.3964422948488,-99.1854424774374,4,"1 noche, 1 persona",170,1037
Wyndham Garden Mexico City Polanco,Leon Tolstoi 22,19.425185,-99.177608,4,"1 noche, 1 persona",258,1578
Hotel Novit,Av. Insurgentes Sur No. 365,19.39602,-99.17194,4,"1 noche, 1 persona",240,1470
Downtown,"Isabel la CatÃ³lica 30,",19.43291,-99.13634,3,"1 noche, 1 persona",890,5569
DON JACINTO B&B,Zamora 13A,19.4192169,-99.1766202,NA,"1 noche, 1 persona",335,2043
Hotel el Patio CDMX,AV. INSURGENTES NORTE 734,19.4628,-99.144861,3,"1 noche, 1 persona",58,351
Casa Prim Hotel Boutique,"Calle General Prim, 72, Col. Juarez",19.4305644074072,-99.155407,NA,"1 noche, 1 persona",376,2301
Hyatt Regency Mexico City,Campos Eliseos No. 204 Polanco,19.426885,-99.192766,5,"1 noche, 1 persona",626,3831
Hotel Brasilia,Av. de los 100 Metros No. 4823,19.4752,-99.1387,3,"1 noche, 1 persona",155,945
Condesa DF,Av Veracruz 102 Col Condesa,19.4162,-99.1721555555556,4,"1 noche, 1 persona",1014,6344
Stara Hamburgo,Hamburgo No. 32,19.4282376,-99.16021,5,"1 noche, 1 persona",519,3180
Hotel El Estadio,5 Calle de Chiapas Roma Norte,19.41394,-99.15483,3,"1 noche, 1 persona",88,538
J. Towers Hotel Boutique,Texas No. 17,19.39294,-99.17681,4,"1 noche, 1 persona",266,1629
Armonik Suites,Rio Nazas 168,19.4302,-99.17131,3,"1 noche, 1 persona",227,1307
MyPlace at Santo Domingo,República de Perú 87,19.43975,-99.13411,4,"1 noche, 1 persona",294,1692
Hotel Atlante,C. Ciencias No. 91,19.40344,-99.18088,3,"1 noche, 1 persona",81,496
The Wild Oscar,Lamartine 516,19.4300053,-99.1901642,NA,"1 noche, 1 persona",613,3753
Villas Teotihuacan Hotel Spa,Periferico Sur  S/N Zona Arqueologica ,19.6801314699517,-98.8505172729492,3,"1 noche, 1 persona",276,1652
Pug Seal Anatole France,307 Anatole France Polanco III Sección,19.43621,-99.19724,4,"1 noche, 1 persona",580,3553
Orchid House Hotels,76 Campos Elíseos Polanco V Sección,19.42999,-99.18599,NA,"1 noche, 1 persona",719,4404
Hotel Bonn,18 de Julio #45,19.40002,-99.1825,3,"1 noche, 1 persona",104,632
Holiday Inn Express Mexico Basilica,Calzada de Guadalupe No. 54,19.45512,-99.129369,3,"1 noche, 1 persona",191,1195
Brick,Orizaba 95 Roma Norte,19.419259,-99.160199,NA,"1 noche, 1 persona",1749,10945
Hotel Maria Cristina,CALLE RIO LERMA 31 COL CUAUHTEMOC,19.431301,-99.163166,4,"1 noche, 1 persona",202,1237
Hotel Maxintimo,Fernando de Alva Ixtlilxóchitl 23,19.42025,-99.14292,3,"1 noche, 1 persona",99,607
Casa Castelar,Emilio Castelar 34 ,19.429178,-99.19299,3,"1 noche, 1 persona",445,2561
The Gallery by MyPlace,149 Francisco Márquez,19.41274,-99.18029,4,"1 noche, 1 persona",405,1615
Hotel Beverly,Av. Nueva York No. 301,19.3871,-99.1757,4,"1 noche, 1 persona",139,851
Hotel Benidorm,Frontera 217,19.41441,-99.15472,5,"1 noche, 1 persona",175,1070
Suites Capri Reforma,Paseo de la Reforma # 410,19.42502,-99.17096,4,"1 noche, 1 persona",294,1694
Tistik Suites,253 Sagredo Guadalupe Inn,19.36137,-99.18832,4,"1 noche, 1 persona",151,920
Habita,Av Presidente Masaryk 201,19.4315229479781,-99.1899,4,"1 noche, 1 persona",670,4104
Hotel Casa Gonzalez,Rio Sena 69,19.4303,-99.16613,3,"1 noche, 1 persona",176,1076
Ryo Kan Ciudad de México,Rio Panuco No 166 Col Cuauhtemoc,19.42869,-99.17152,4,"1 noche, 1 persona",369,2255
La Casita de Coyoacán,"Tlatetilpa 14, San Lucas, 04030 Ciudad de México, D.F., México",19.35065,-99.15283,3,"1 noche, 1 persona",170,1041
Casa Moctezuma,"Moctezuma 79, Col. Del Carmen, Coyoacán",19.35092,-99.15939,3,"1 noche, 1 persona",315,1928
Hotel La Luna,Calzada de Tlalpan 4383,19.2968,-99.1527,3,"1 noche, 1 persona",164,1001
Pennsylvania Suites Home and Business,Pennsylvania 127 ,19.39055,-99.17856,4,"1 noche, 1 persona",340,2080
Hotel Villa De Madrid,Calzada de Guadalupe No. 195,19.46202,-99.125879,4,"1 noche, 1 persona",118,721
Casa Condesa Michoacan 113,113 Av Michoacán Colonia Condesa,19.41167,-99.175997,3,"1 noche, 1 persona",186,1138
Hotel Ambos Mundos,Avenida Revolución 135,19.402929,-99.184687,3,"1 noche, 1 persona",123,751
Suites Batia,Av. Del Parque No. 24,19.3952013370697,-99.175922870636,NA,"1 noche, 1 persona",295,1807
Holiday Inn Ciudad De Mexico Perinorte,AV. DOCTOR GUSTAVO BAZ 4873,19.58397,-99.20296,3,"1 noche, 1 persona",167,1036
Hotel Harare,Calzada de Tlalpan 877,19.38814,-99.13926,3,"1 noche, 1 persona",117,717
Pepper My Love,76 Moctezuma Del Carmen,19.35084,-99.1593,3,"1 noche, 1 persona",126,726
Hotel Jard Inn Adults only,2376 Calz. de Tlalpan El Centinela,19.335129,-99.1415154,3,"1 noche, 1 persona",139,847
