"","Fecha","Tasa"
"159",2008-09-04,8.25
"160",2008-09-05,8.25
"161",2008-09-08,8.25
"162",2008-09-09,8.25
"163",2008-09-10,8.25
"164",2008-09-11,8.25
"165",2008-09-12,8.25
"166",2008-09-15,8.25
"167",2008-09-17,8.25
"168",2008-09-18,8.25
"169",2008-09-19,8.25
"170",2008-09-22,8.25
"171",2008-09-23,8.25
"172",2008-09-24,8.25
"173",2008-09-25,8.25
"174",2008-09-26,8.25
"175",2008-09-29,8.25
"176",2008-09-30,8.25
"177",2008-10-01,8.25
"178",2008-10-02,8.25
"179",2008-10-03,8.25
"180",2008-10-06,8.25
"181",2008-10-07,8.25
"182",2008-10-08,8.25
"183",2008-10-09,8.25
"184",2008-10-10,8.25
"185",2008-10-12,8.25
"186",2008-10-13,8.25
"187",2008-10-14,8.25
"188",2008-10-15,8.25
"189",2008-10-16,8.25
"190",2008-10-17,8.25
"191",2008-10-18,8.25
"192",2008-10-19,8.25
"193",2008-10-20,8.25
"194",2008-10-21,8.25
"195",2008-10-22,8.25
"196",2008-10-23,8.25
"197",2008-10-24,8.25
"198",2008-10-25,8.25
"199",2008-10-26,8.25
"200",2008-10-27,8.25
"201",2008-10-28,8.25
"202",2008-10-29,8.25
"203",2008-10-30,8.25
"204",2008-10-31,8.25
"205",2008-11-01,8.25
"206",2008-11-02,8.25
"207",2008-11-03,8.25
"208",2008-11-04,8.25
"209",2008-11-05,8.25
"210",2008-11-06,8.25
"211",2008-11-07,8.25
"212",2008-11-08,8.25
"213",2008-11-09,8.25
"214",2008-11-10,8.25
"215",2008-11-11,8.25
"216",2008-11-12,8.25
"217",2008-11-13,8.25
"218",2008-11-14,8.25
"219",2008-11-15,8.25
"220",2008-11-16,8.25
"221",2008-11-17,8.25
"222",2008-11-18,8.25
"223",2008-11-19,8.25
"224",2008-11-20,8.25
"225",2008-11-21,8.25
"226",2008-11-22,8.25
"227",2008-11-23,8.25
"228",2008-11-24,8.25
"229",2008-11-25,8.25
"230",2008-11-26,8.25
"231",2008-11-27,8.25
"232",2008-11-28,8.25
"233",2008-11-29,8.25
"234",2008-11-30,8.25
"235",2008-12-01,8.25
"236",2008-12-02,8.25
"237",2008-12-03,8.25
"238",2008-12-04,8.25
"239",2008-12-05,8.25
"240",2008-12-06,8.25
"241",2008-12-07,8.25
"242",2008-12-08,8.25
"243",2008-12-09,8.25
"244",2008-12-10,8.25
"245",2008-12-11,8.25
"246",2008-12-12,8.25
"247",2008-12-13,8.25
"248",2008-12-14,8.25
"249",2008-12-15,8.25
"250",2008-12-16,8.25
"251",2008-12-17,8.25
"252",2008-12-18,8.25
"253",2008-12-19,8.25
"254",2008-12-20,8.25
"255",2008-12-21,8.25
"256",2008-12-22,8.25
"257",2008-12-23,8.25
"258",2008-12-24,8.25
"259",2008-12-25,8.25
"260",2008-12-26,8.25
"261",2008-12-27,8.25
"262",2008-12-28,8.25
"263",2008-12-29,8.25
"264",2008-12-30,8.25
"265",2008-12-31,8.25
"266",2009-01-01,8.25
"267",2009-01-02,8.25
"268",2009-01-03,8.25
"269",2009-01-04,8.25
"270",2009-01-05,8.25
"271",2009-01-06,8.25
"272",2009-01-07,8.25
"273",2009-01-08,8.25
"274",2009-01-09,8.25
"275",2009-01-10,8.25
"276",2009-01-11,8.25
"277",2009-01-12,8.25
"278",2009-01-13,8.25
"279",2009-01-14,8.25
"280",2009-01-15,8.25
"281",2009-01-16,7.75
"282",2009-01-17,7.75
"283",2009-01-18,7.75
"284",2009-01-19,7.75
"285",2009-01-20,7.75
"286",2009-01-21,7.75
"287",2009-01-22,7.75
"288",2009-01-23,7.75
"289",2009-01-24,7.75
"290",2009-01-25,7.75
"291",2009-01-26,7.75
"292",2009-01-27,7.75
"293",2009-01-28,7.75
"294",2009-01-29,7.75
"295",2009-01-30,7.75
"296",2009-01-31,7.75
"297",2009-02-01,7.75
"298",2009-02-02,7.75
"299",2009-02-03,7.75
"300",2009-02-04,7.75
"301",2009-02-05,7.75
"302",2009-02-06,7.75
"303",2009-02-07,7.75
"304",2009-02-08,7.75
"305",2009-02-09,7.75
"306",2009-02-10,7.75
"307",2009-02-11,7.75
"308",2009-02-12,7.75
"309",2009-02-13,7.75
"310",2009-02-14,7.75
"311",2009-02-15,7.75
"312",2009-02-16,7.75
"313",2009-02-17,7.75
"314",2009-02-18,7.75
"315",2009-02-19,7.75
"316",2009-02-20,7.5
"317",2009-02-21,7.5
"318",2009-02-22,7.5
"319",2009-02-23,7.5
"320",2009-02-24,7.5
"321",2009-02-25,7.5
"322",2009-02-26,7.5
"323",2009-02-27,7.5
"324",2009-02-28,7.5
"325",2009-03-01,7.5
"326",2009-03-02,7.5
"327",2009-03-03,7.5
"328",2009-03-04,7.5
"329",2009-03-05,7.5
"330",2009-03-06,7.5
"331",2009-03-07,7.5
"332",2009-03-08,7.5
"333",2009-03-09,7.5
"334",2009-03-10,7.5
"335",2009-03-11,7.5
"336",2009-03-12,7.5
"337",2009-03-13,7.5
"338",2009-03-14,7.5
"339",2009-03-15,7.5
"340",2009-03-16,7.5
"341",2009-03-17,7.5
"342",2009-03-18,7.5
"343",2009-03-19,7.5
"344",2009-03-20,6.75
"345",2009-03-21,6.75
"346",2009-03-22,6.75
"347",2009-03-23,6.75
"348",2009-03-24,6.75
"349",2009-03-25,6.75
"350",2009-03-26,6.75
"351",2009-03-27,6.75
"352",2009-03-28,6.75
"353",2009-03-29,6.75
"354",2009-03-30,6.75
"355",2009-03-31,6.75
"356",2009-04-01,6.75
"357",2009-04-02,6.75
"358",2009-04-03,6.75
"359",2009-04-04,6.75
"360",2009-04-05,6.75
"361",2009-04-06,6.75
"362",2009-04-07,6.75
"363",2009-04-08,6.75
"364",2009-04-09,6.75
"365",2009-04-10,6.75
"366",2009-04-11,6.75
"367",2009-04-12,6.75
"368",2009-04-13,6.75
"369",2009-04-14,6.75
"370",2009-04-15,6.75
"371",2009-04-16,6.75
"372",2009-04-17,6
"373",2009-04-18,6
"374",2009-04-19,6
"375",2009-04-20,6
"376",2009-04-21,6
"377",2009-04-22,6
"378",2009-04-23,6
"379",2009-04-24,6
"380",2009-04-25,6
"381",2009-04-26,6
"382",2009-04-27,6
"383",2009-04-28,6
"384",2009-04-29,6
"385",2009-04-30,6
"386",2009-05-01,6
"387",2009-05-02,6
"388",2009-05-03,6
"389",2009-05-04,6
"390",2009-05-05,6
"391",2009-05-06,6
"392",2009-05-07,6
"393",2009-05-08,6
"394",2009-05-09,6
"395",2009-05-10,6
"396",2009-05-11,6
"397",2009-05-12,6
"398",2009-05-13,6
"399",2009-05-14,6
"400",2009-05-15,5.25
"401",2009-05-16,5.25
"402",2009-05-17,5.25
"403",2009-05-18,5.25
"404",2009-05-19,5.25
"405",2009-05-20,5.25
"406",2009-05-21,5.25
"407",2009-05-22,5.25
"408",2009-05-23,5.25
"409",2009-05-24,5.25
"410",2009-05-25,5.25
"411",2009-05-26,5.25
"412",2009-05-27,5.25
"413",2009-05-28,5.25
"414",2009-05-29,5.25
"415",2009-05-30,5.25
"416",2009-05-31,5.25
"417",2009-06-01,5.25
"418",2009-06-02,5.25
"419",2009-06-03,5.25
"420",2009-06-04,5.25
"421",2009-06-05,5.25
"422",2009-06-06,5.25
"423",2009-06-07,5.25
"424",2009-06-08,5.25
"425",2009-06-09,5.25
"426",2009-06-10,5.25
"427",2009-06-11,5.25
"428",2009-06-12,5.25
"429",2009-06-13,5.25
"430",2009-06-14,5.25
"431",2009-06-15,5.25
"432",2009-06-16,5.25
"433",2009-06-17,5.25
"434",2009-06-18,5.25
"435",2009-06-19,4.75
"436",2009-06-20,4.75
"437",2009-06-21,4.75
"438",2009-06-22,4.75
"439",2009-06-23,4.75
"440",2009-06-24,4.75
"441",2009-06-25,4.75
"442",2009-06-26,4.75
"443",2009-06-27,4.75
"444",2009-06-28,4.75
"445",2009-06-29,4.75
"446",2009-06-30,4.75
"447",2009-07-01,4.75
"448",2009-07-02,4.75
"449",2009-07-03,4.75
"450",2009-07-04,4.75
"451",2009-07-05,4.75
"452",2009-07-06,4.75
"453",2009-07-07,4.75
"454",2009-07-08,4.75
"455",2009-07-09,4.75
"456",2009-07-10,4.75
"457",2009-07-11,4.75
"458",2009-07-12,4.75
"459",2009-07-13,4.75
"460",2009-07-14,4.75
"461",2009-07-15,4.75
"462",2009-07-16,4.75
"463",2009-07-17,4.5
"464",2009-07-18,4.5
"465",2009-07-19,4.5
"466",2009-07-20,4.5
"467",2009-07-21,4.5
"468",2009-07-22,4.5
"469",2009-07-23,4.5
"470",2009-07-24,4.5
"471",2009-07-25,4.5
"472",2009-07-26,4.5
"473",2009-07-27,4.5
"474",2009-07-28,4.5
"475",2009-07-29,4.5
"476",2009-07-30,4.5
"477",2009-07-31,4.5
"478",2009-08-01,4.5
"479",2009-08-02,4.5
"480",2009-08-03,4.5
"481",2009-08-04,4.5
"482",2009-08-05,4.5
"483",2009-08-06,4.5
"484",2009-08-07,4.5
"485",2009-08-08,4.5
"486",2009-08-09,4.5
"487",2009-08-10,4.5
"488",2009-08-11,4.5
"489",2009-08-12,4.5
"490",2009-08-13,4.5
"491",2009-08-14,4.5
"492",2009-08-15,4.5
"493",2009-08-16,4.5
"494",2009-08-17,4.5
"495",2009-08-18,4.5
"496",2009-08-19,4.5
"497",2009-08-20,4.5
"498",2009-08-21,4.5
"499",2009-08-22,4.5
"500",2009-08-23,4.5
"501",2009-08-24,4.5
"502",2009-08-25,4.5
"503",2009-08-26,4.5
"504",2009-08-27,4.5
"505",2009-08-28,4.5
"506",2009-08-29,4.5
"507",2009-08-30,4.5
"508",2009-08-31,4.5
"509",2009-09-01,4.5
"510",2009-09-02,4.5
"511",2009-09-03,4.5
"512",2009-09-04,4.5
"513",2009-09-05,4.5
"514",2009-09-06,4.5
"515",2009-09-07,4.5
"516",2009-09-08,4.5
"517",2009-09-09,4.5
"518",2009-09-10,4.5
"519",2009-09-11,4.5
"520",2009-09-12,4.5
"521",2009-09-13,4.5
"522",2009-09-14,4.5
"523",2009-09-15,4.5
"524",2009-09-16,4.5
"525",2009-09-17,4.5
"526",2009-09-18,4.5
"527",2009-09-19,4.5
"528",2009-09-20,4.5
"529",2009-09-21,4.5
"530",2009-09-22,4.5
"531",2009-09-23,4.5
"532",2009-09-24,4.5
"533",2009-09-25,4.5
"534",2009-09-26,4.5
"535",2009-09-27,4.5
"536",2009-09-28,4.5
"537",2009-09-29,4.5
"538",2009-09-30,4.5
"539",2009-10-01,4.5
"540",2009-10-02,4.5
"541",2009-10-03,4.5
"542",2009-10-04,4.5
"543",2009-10-05,4.5
"544",2009-10-06,4.5
"545",2009-10-07,4.5
"546",2009-10-08,4.5
"547",2009-10-09,4.5
"548",2009-10-10,4.5
"549",2009-10-11,4.5
"550",2009-10-12,4.5
"551",2009-10-13,4.5
"552",2009-10-14,4.5
"553",2009-10-15,4.5
"554",2009-10-16,4.5
"555",2009-10-17,4.5
"556",2009-10-18,4.5
"557",2009-10-19,4.5
"558",2009-10-20,4.5
"559",2009-10-21,4.5
"560",2009-10-22,4.5
"561",2009-10-23,4.5
"562",2009-10-24,4.5
"563",2009-10-25,4.5
"564",2009-10-26,4.5
"565",2009-10-27,4.5
"566",2009-10-28,4.5
"567",2009-10-29,4.5
"568",2009-10-30,4.5
"569",2009-10-31,4.5
"570",2009-11-01,4.5
"571",2009-11-02,4.5
"572",2009-11-03,4.5
"573",2009-11-04,4.5
"574",2009-11-05,4.5
"575",2009-11-06,4.5
"576",2009-11-07,4.5
"577",2009-11-08,4.5
"578",2009-11-09,4.5
"579",2009-11-10,4.5
"580",2009-11-11,4.5
"581",2009-11-12,4.5
"582",2009-11-13,4.5
"583",2009-11-14,4.5
"584",2009-11-15,4.5
"585",2009-11-16,4.5
"586",2009-11-17,4.5
"587",2009-11-18,4.5
"588",2009-11-19,4.5
"589",2009-11-20,4.5
"590",2009-11-21,4.5
"591",2009-11-22,4.5
"592",2009-11-23,4.5
"593",2009-11-24,4.5
"594",2009-11-25,4.5
"595",2009-11-26,4.5
"596",2009-11-27,4.5
"597",2009-11-28,4.5
"598",2009-11-29,4.5
"599",2009-11-30,4.5
"600",2009-12-01,4.5
"601",2009-12-02,4.5
"602",2009-12-03,4.5
"603",2009-12-04,4.5
"604",2009-12-05,4.5
"605",2009-12-06,4.5
"606",2009-12-07,4.5
"607",2009-12-08,4.5
"608",2009-12-09,4.5
"609",2009-12-10,4.5
"610",2009-12-11,4.5
"611",2009-12-12,4.5
"612",2009-12-13,4.5
"613",2009-12-14,4.5
"614",2009-12-15,4.5
"615",2009-12-16,4.5
"616",2009-12-17,4.5
"617",2009-12-18,4.5
"618",2009-12-19,4.5
"619",2009-12-20,4.5
"620",2009-12-21,4.5
"621",2009-12-22,4.5
"622",2009-12-23,4.5
"623",2009-12-24,4.5
"624",2009-12-25,4.5
"625",2009-12-26,4.5
"626",2009-12-27,4.5
"627",2009-12-28,4.5
"628",2009-12-29,4.5
"629",2009-12-30,4.5
"630",2009-12-31,4.5
"631",2010-01-01,4.5
"632",2010-01-02,4.5
"633",2010-01-03,4.5
"634",2010-01-04,4.5
"635",2010-01-05,4.5
"636",2010-01-06,4.5
"637",2010-01-07,4.5
"638",2010-01-08,4.5
"639",2010-01-09,4.5
"640",2010-01-10,4.5
"641",2010-01-11,4.5
"642",2010-01-12,4.5
"643",2010-01-13,4.5
"644",2010-01-14,4.5
"645",2010-01-15,4.5
"646",2010-01-16,4.5
"647",2010-01-17,4.5
"648",2010-01-18,4.5
"649",2010-01-19,4.5
"650",2010-01-20,4.5
"651",2010-01-21,4.5
"652",2010-01-22,4.5
"653",2010-01-23,4.5
"654",2010-01-24,4.5
"655",2010-01-25,4.5
"656",2010-01-26,4.5
"657",2010-01-27,4.5
"658",2010-01-28,4.5
"659",2010-01-29,4.5
"660",2010-01-30,4.5
"661",2010-01-31,4.5
"662",2010-02-01,4.5
"663",2010-02-02,4.5
"664",2010-02-03,4.5
"665",2010-02-04,4.5
"666",2010-02-05,4.5
"667",2010-02-06,4.5
"668",2010-02-07,4.5
"669",2010-02-08,4.5
"670",2010-02-09,4.5
"671",2010-02-10,4.5
"672",2010-02-11,4.5
"673",2010-02-12,4.5
"674",2010-02-13,4.5
"675",2010-02-14,4.5
"676",2010-02-15,4.5
"677",2010-02-16,4.5
"678",2010-02-17,4.5
"679",2010-02-18,4.5
"680",2010-02-19,4.5
"681",2010-02-20,4.5
"682",2010-02-21,4.5
"683",2010-02-22,4.5
"684",2010-02-23,4.5
"685",2010-02-24,4.5
"686",2010-02-25,4.5
"687",2010-02-26,4.5
"688",2010-02-27,4.5
"689",2010-02-28,4.5
"690",2010-03-01,4.5
"691",2010-03-02,4.5
"692",2010-03-03,4.5
"693",2010-03-04,4.5
"694",2010-03-05,4.5
"695",2010-03-06,4.5
"696",2010-03-07,4.5
"697",2010-03-08,4.5
"698",2010-03-09,4.5
"699",2010-03-10,4.5
"700",2010-03-11,4.5
"701",2010-03-12,4.5
"702",2010-03-13,4.5
"703",2010-03-14,4.5
"704",2010-03-15,4.5
"705",2010-03-16,4.5
"706",2010-03-17,4.5
"707",2010-03-18,4.5
"708",2010-03-19,4.5
"709",2010-03-20,4.5
"710",2010-03-21,4.5
"711",2010-03-22,4.5
"712",2010-03-23,4.5
"713",2010-03-24,4.5
"714",2010-03-25,4.5
"715",2010-03-26,4.5
"716",2010-03-27,4.5
"717",2010-03-28,4.5
"718",2010-03-29,4.5
"719",2010-03-30,4.5
"720",2010-03-31,4.5
"721",2010-04-01,4.5
"722",2010-04-02,4.5
"723",2010-04-03,4.5
"724",2010-04-04,4.5
"725",2010-04-05,4.5
"726",2010-04-06,4.5
"727",2010-04-07,4.5
"728",2010-04-08,4.5
"729",2010-04-09,4.5
"730",2010-04-10,4.5
"731",2010-04-11,4.5
"732",2010-04-12,4.5
"733",2010-04-13,4.5
"734",2010-04-14,4.5
"735",2010-04-15,4.5
"736",2010-04-16,4.5
"737",2010-04-17,4.5
"738",2010-04-18,4.5
"739",2010-04-19,4.5
"740",2010-04-20,4.5
"741",2010-04-21,4.5
"742",2010-04-22,4.5
"743",2010-04-23,4.5
"744",2010-04-24,4.5
"745",2010-04-25,4.5
"746",2010-04-26,4.5
"747",2010-04-27,4.5
"748",2010-04-28,4.5
"749",2010-04-29,4.5
"750",2010-04-30,4.5
"751",2010-05-01,4.5
"752",2010-05-02,4.5
"753",2010-05-03,4.5
"754",2010-05-04,4.5
"755",2010-05-05,4.5
"756",2010-05-06,4.5
"757",2010-05-07,4.5
"758",2010-05-08,4.5
"759",2010-05-09,4.5
"760",2010-05-10,4.5
"761",2010-05-11,4.5
"762",2010-05-12,4.5
"763",2010-05-13,4.5
"764",2010-05-14,4.5
"765",2010-05-15,4.5
"766",2010-05-16,4.5
"767",2010-05-17,4.5
"768",2010-05-18,4.5
"769",2010-05-19,4.5
"770",2010-05-20,4.5
"771",2010-05-21,4.5
"772",2010-05-22,4.5
"773",2010-05-23,4.5
"774",2010-05-24,4.5
"775",2010-05-25,4.5
"776",2010-05-26,4.5
"777",2010-05-27,4.5
"778",2010-05-28,4.5
"779",2010-05-29,4.5
"780",2010-05-30,4.5
"781",2010-05-31,4.5
"782",2010-06-01,4.5
"783",2010-06-02,4.5
"784",2010-06-03,4.5
"785",2010-06-04,4.5
"786",2010-06-05,4.5
"787",2010-06-06,4.5
"788",2010-06-07,4.5
"789",2010-06-08,4.5
"790",2010-06-09,4.5
"791",2010-06-10,4.5
"792",2010-06-11,4.5
"793",2010-06-12,4.5
"794",2010-06-13,4.5
"795",2010-06-14,4.5
"796",2010-06-15,4.5
"797",2010-06-16,4.5
"798",2010-06-17,4.5
"799",2010-06-18,4.5
"800",2010-06-19,4.5
"801",2010-06-20,4.5
"802",2010-06-21,4.5
"803",2010-06-22,4.5
"804",2010-06-23,4.5
"805",2010-06-24,4.5
"806",2010-06-25,4.5
"807",2010-06-26,4.5
"808",2010-06-27,4.5
"809",2010-06-28,4.5
"810",2010-06-29,4.5
"811",2010-06-30,4.5
"812",2010-07-01,4.5
"813",2010-07-02,4.5
"814",2010-07-03,4.5
"815",2010-07-04,4.5
"816",2010-07-05,4.5
"817",2010-07-06,4.5
"818",2010-07-07,4.5
"819",2010-07-08,4.5
"820",2010-07-09,4.5
"821",2010-07-10,4.5
"822",2010-07-11,4.5
"823",2010-07-12,4.5
"824",2010-07-13,4.5
"825",2010-07-14,4.5
"826",2010-07-15,4.5
"827",2010-07-16,4.5
"828",2010-07-17,4.5
"829",2010-07-18,4.5
"830",2010-07-19,4.5
"831",2010-07-20,4.5
"832",2010-07-21,4.5
"833",2010-07-22,4.5
"834",2010-07-23,4.5
"835",2010-07-24,4.5
"836",2010-07-25,4.5
"837",2010-07-26,4.5
"838",2010-07-27,4.5
"839",2010-07-28,4.5
"840",2010-07-29,4.5
"841",2010-07-30,4.5
"842",2010-07-31,4.5
"843",2010-08-01,4.5
"844",2010-08-02,4.5
"845",2010-08-03,4.5
"846",2010-08-04,4.5
"847",2010-08-05,4.5
"848",2010-08-06,4.5
"849",2010-08-07,4.5
"850",2010-08-08,4.5
"851",2010-08-09,4.5
"852",2010-08-10,4.5
"853",2010-08-11,4.5
"854",2010-08-12,4.5
"855",2010-08-13,4.5
"856",2010-08-14,4.5
"857",2010-08-15,4.5
"858",2010-08-16,4.5
"859",2010-08-17,4.5
"860",2010-08-18,4.5
"861",2010-08-19,4.5
"862",2010-08-20,4.5
"863",2010-08-21,4.5
"864",2010-08-22,4.5
"865",2010-08-23,4.5
"866",2010-08-24,4.5
"867",2010-08-25,4.5
"868",2010-08-26,4.5
"869",2010-08-27,4.5
"870",2010-08-28,4.5
"871",2010-08-29,4.5
"872",2010-08-30,4.5
"873",2010-08-31,4.5
"874",2010-09-01,4.5
"875",2010-09-02,4.5
"876",2010-09-03,4.5
"877",2010-09-04,4.5
"878",2010-09-05,4.5
"879",2010-09-06,4.5
"880",2010-09-07,4.5
"881",2010-09-08,4.5
"882",2010-09-09,4.5
"883",2010-09-10,4.5
"884",2010-09-11,4.5
"885",2010-09-12,4.5
"886",2010-09-13,4.5
"887",2010-09-14,4.5
"888",2010-09-15,4.5
"889",2010-09-16,4.5
"890",2010-09-17,4.5
"891",2010-09-18,4.5
"892",2010-09-19,4.5
"893",2010-09-20,4.5
"894",2010-09-21,4.5
"895",2010-09-22,4.5
"896",2010-09-23,4.5
"897",2010-09-24,4.5
"898",2010-09-25,4.5
"899",2010-09-26,4.5
"900",2010-09-27,4.5
"901",2010-09-28,4.5
"902",2010-09-29,4.5
"903",2010-09-30,4.5
"904",2010-10-01,4.5
"905",2010-10-02,4.5
"906",2010-10-03,4.5
"907",2010-10-04,4.5
"908",2010-10-05,4.5
"909",2010-10-06,4.5
"910",2010-10-07,4.5
"911",2010-10-08,4.5
"912",2010-10-09,4.5
"913",2010-10-10,4.5
"914",2010-10-11,4.5
"915",2010-10-12,4.5
"916",2010-10-13,4.5
"917",2010-10-14,4.5
"918",2010-10-15,4.5
"919",2010-10-16,4.5
"920",2010-10-17,4.5
"921",2010-10-18,4.5
"922",2010-10-19,4.5
"923",2010-10-20,4.5
"924",2010-10-21,4.5
"925",2010-10-22,4.5
"926",2010-10-23,4.5
"927",2010-10-24,4.5
"928",2010-10-25,4.5
"929",2010-10-26,4.5
"930",2010-10-27,4.5
"931",2010-10-28,4.5
"932",2010-10-29,4.5
"933",2010-10-30,4.5
"934",2010-10-31,4.5
"935",2010-11-01,4.5
"936",2010-11-02,4.5
"937",2010-11-03,4.5
"938",2010-11-04,4.5
"939",2010-11-05,4.5
"940",2010-11-06,4.5
"941",2010-11-07,4.5
"942",2010-11-08,4.5
"943",2010-11-09,4.5
"944",2010-11-10,4.5
"945",2010-11-11,4.5
"946",2010-11-12,4.5
"947",2010-11-13,4.5
"948",2010-11-14,4.5
"949",2010-11-15,4.5
"950",2010-11-16,4.5
"951",2010-11-17,4.5
"952",2010-11-18,4.5
"953",2010-11-19,4.5
"954",2010-11-20,4.5
"955",2010-11-21,4.5
"956",2010-11-22,4.5
"957",2010-11-23,4.5
"958",2010-11-24,4.5
"959",2010-11-25,4.5
"960",2010-11-26,4.5
"961",2010-11-27,4.5
"962",2010-11-28,4.5
"963",2010-11-29,4.5
"964",2010-11-30,4.5
"965",2010-12-01,4.5
"966",2010-12-02,4.5
"967",2010-12-03,4.5
"968",2010-12-04,4.5
"969",2010-12-05,4.5
"970",2010-12-06,4.5
"971",2010-12-07,4.5
"972",2010-12-08,4.5
"973",2010-12-09,4.5
"974",2010-12-10,4.5
"975",2010-12-11,4.5
"976",2010-12-12,4.5
"977",2010-12-13,4.5
"978",2010-12-14,4.5
"979",2010-12-15,4.5
"980",2010-12-16,4.5
"981",2010-12-17,4.5
"982",2010-12-18,4.5
"983",2010-12-19,4.5
"984",2010-12-20,4.5
"985",2010-12-21,4.5
"986",2010-12-22,4.5
"987",2010-12-23,4.5
"988",2010-12-24,4.5
"989",2010-12-25,4.5
"990",2010-12-26,4.5
"991",2010-12-27,4.5
"992",2010-12-28,4.5
"993",2010-12-29,4.5
"994",2010-12-30,4.5
"995",2010-12-31,4.5
"996",2011-01-01,4.5
"997",2011-01-02,4.5
"998",2011-01-03,4.5
"999",2011-01-04,4.5
"1000",2011-01-05,4.5
"1001",2011-01-06,4.5
"1002",2011-01-07,4.5
"1003",2011-01-08,4.5
"1004",2011-01-09,4.5
